Gender,Measures,Weights,Age
I,"(1.0875, 0.85, 0.275)","(4.77689075, 2.0695135, 3.685435)",10
F,"(1.425, 1.1, 0.475)","(12.6722265, 5.8683465, 7.5126175)",9
M,"(1.3875, 1.0875, 0.3625)","(14.13222575, 4.762716, 6.76135575)",9
M,"(1.575, 1.2375, 0.4375)","(17.1514475, 7.6827145, 9.298636)",11
M,"(1.275, 0.9875, 0.3125)","(6.917278, 3.78465825, 5.329706)",11
F,"(1.65, 1.3, 0.45)","(14.911837, 8.43397625, 11.90679)",19
M,"(1.4875, 1.1375, 0.375)","(14.685041, 6.25106475, 7.654365)",9
M,"(1.7375, 1.325, 0.525)","(18.824068, 11.60912025, 10.9145575)",10
I,"(0.4, 0.3, 0.0875)","(0.21262125, 0.12757275, 0.1417475)",5
I,"(0.875, 0.65, 0.1875)","(2.551455, 0.69456275, 1.5592225)",5
I,"(0.9125, 0.675, 0.2125)","(2.31048425, 0.92135875, 1.8427175)",6
F,"(1.025, 0.8125, 0.2625)","(4.5075705, 2.1829115, 3.40194)",10
I,"(1.125, 0.875, 0.3125)","(6.33611325, 2.5231055, 3.345241)",6
M,"(1.475, 1.1625, 0.3375)","(12.00601325, 5.6415505, 7.93786)",8
I,"(1.2, 0.875, 0.25)","(6.70465675, 3.61456125, 3.572037)",7
F,"(1.375, 0.95, 0.4125)","(15.3937785, 8.334753, 9.48290775)",10
F,"(1.625, 1.4125, 0.5)","(21.3471735, 10.4042665, 12.190285)",12
I,"(0.925, 0.725, 0.225)","(2.5231055, 1.85689225, 2.1262125)",7
I,"(0.9375, 0.6875, 0.225)","(2.6365035, 1.14815475, 2.14038725)",6
M,"(1.325, 1.025, 0.4125)","(5.3580555, 4.819415, 8.788345)",11
M,"(1.775, 1.4125, 0.5)","(20.014747, 9.1001895, 12.757275)",11
I,"(1.325, 0.9875, 0.325)","(7.0023265, 3.2601925, 5.1879585)",9
I,"(1.0, 0.6625, 0.25)","(3.52951275, 1.71514475, 2.26796)",9
M,"(1.45, 1.15, 0.4)","(14.5432935, 7.66853975, 7.44174375)",9
I,"(0.8125, 0.5, 0.2)","(1.11980525, 0.63786375, 0.907184)",8
M,"(1.4625, 1.15, 0.4625)","(10.30504325, 6.0384435, 8.0796075)",10
M,"(1.5625, 1.225, 0.4125)","(14.6566915, 6.73300625, 11.056305)",11
M,"(1.6625, 1.2875, 0.4125)","(17.6050395, 8.561549, 9.76640275)",8
I,"(0.5375, 0.375, 0.075)","(0.32601925, 0.1417475, 0.283495)",5
F,"(1.575, 1.2375, 0.5)","(18.6823205, 9.525432, 10.77281)",11
F,"(1.4125, 1.125, 0.4875)","(11.509897, 7.10154975, 8.0796075)",15
I,"(0.675, 0.5125, 0.1875)","(1.6726205, 0.8788345, 0.86465975)",4
M,"(1.4, 1.125, 0.3625)","(11.01378075, 5.93922025, 7.484268)",9
M,"(1.5625, 1.225, 0.4125)","(13.87708025, 7.41339425, 9.42620875)",11
F,"(1.125, 0.875, 0.3375)","(6.5487345, 3.8838815, 4.1106775)",13
I,"(0.9625, 0.7, 0.2375)","(3.3735905, 1.6726205, 1.984465)",7
I,"(0.5875, 0.4375, 0.1375)","(0.7654365, 0.35436875, 0.510291)",6
M,"(1.6, 1.275, 0.4375)","(14.5999925, 7.540967, 16.159215)",21
I,"(1.375, 1.0625, 0.3375)","(7.2858215, 4.819415, 5.7549485)",10
F,"(1.425, 1.175, 0.35)","(10.9145575, 5.9817445, 6.56290925)",10
I,"(1.3375, 1.0, 0.3375)","(10.432616, 5.896696, 5.82582225)",8
M,"(1.7, 1.2875, 0.4)","(17.519991, 7.44174375, 9.2135875)",11
M,"(1.55, 1.2875, 0.4375)","(15.1669825, 6.8322295, 11.1980525)",13
I,"(1.3625, 1.075, 0.35)","(7.41339425, 3.98310475, 7.087375)",9
F,"(1.3875, 1.05, 0.35)","(9.355335, 6.8889285, 5.953395)",13
I,"(1.2875, 0.975, 0.275)","(6.84640425, 2.778251, 4.57844425)",8
F,"(1.5875, 1.3375, 0.475)","(16.329312, 7.01650125, 11.056305)",14
F,"(1.6625, 1.2625, 0.4125)","(16.96717575, 9.00096625, 10.20582)",9
M,"(1.575, 1.2, 0.375)","(14.69921575, 7.030676, 9.17106325)",8
I,"(1.4375, 1.125, 0.425)","(10.149121, 6.08096775, 7.37087)",13
I,"(1.1875, 0.9375, 0.275)","(5.159609, 2.8066005, 4.53592)",9
F,"(1.7625, 1.3625, 0.45)","(17.22232125, 10.41844125, 13.16834275)",13
I,"(0.9625, 0.725, 0.2125)","(3.175144, 1.7293195, 2.26796)",8
I,"(0.95, 0.6875, 0.25)","(2.26796, 1.3891255, 2.4097075)",10
M,"(1.45, 1.1375, 0.425)","(11.566596, 7.3425205, 6.23689)",9
I,"(1.2125, 0.95, 0.3)","(5.88252125, 3.04757125, 4.1673765)",6
M,"(0.7375, 0.575, 0.2125)","(1.190679, 0.80796075, 1.2190285)",8
I,"(1.1, 0.85, 0.3)","(8.40562675, 2.67902775, 3.35941575)",6
M,"(1.5375, 1.1875, 0.375)","(13.494362, 6.59125875, 8.0229085)",9
F,"(1.6375, 1.2625, 0.4875)","(19.504456, 10.78698475, 10.2908685)",11
F,"(1.1, 0.8625, 0.2625)","(4.6776675, 2.3530085, 3.742134)",11
M,"(1.7125, 1.3375, 0.4375)","(18.0586315, 7.0023265, 13.04077)",11
I,"(1.375, 1.0625, 0.3375)","(9.42620875, 4.37999775, 6.0951425)",9
F,"(1.275, 1.0, 0.35)","(13.0124205, 5.57067675, 5.5281525)",10
I,"(1.1, 0.875, 0.275)","(4.46504625, 2.53728025, 3.2601925)",6
I,"(1.075, 0.8125, 0.225)","(6.1518415, 2.4664065, 2.6932025)",7
F,"(0.8625, 0.6375, 0.25)","(2.0128145, 1.4458245, 1.70097)",9
M,"(1.55, 1.175, 0.3625)","(14.4865945, 7.69688925, 7.27164675)",10
F,"(1.375, 1.0625, 0.35)","(13.87708025, 5.51397775, 6.19436575)",7
I,"(0.675, 0.4875, 0.1625)","(1.34660125, 0.63786375, 0.80796075)",5
F,"(1.25, 0.9875, 0.375)","(9.17106325, 4.9044635, 5.5281525)",9
I,"(1.15, 0.8625, 0.2625)","(5.556502, 2.67902775, 3.58621175)",7
I,"(1.375, 1.0875, 0.4125)","(9.63883, 5.499803, 6.917278)",8
M,"(1.4875, 1.1875, 0.35)","(13.96212875, 6.1518415, 7.881161)",10
M,"(1.1875, 0.9, 0.35)","(6.8322295, 2.96252275, 4.3941725)",8
I,"(0.8, 0.625, 0.2)","(1.6159215, 0.963883, 1.70097)",9
M,"(1.525, 1.2, 0.4625)","(19.54698025, 8.26387925, 8.221355)",10
I,"(1.275, 0.9375, 0.25)","(6.747181, 3.47281375, 4.9611625)",7
I,"(1.125, 0.8375, 0.275)","(5.1312595, 2.4097075, 3.81300775)",7
I,"(1.0, 0.75, 0.225)","(3.35941575, 1.7293195, 2.26796)",7
M,"(1.5125, 1.175, 0.45)","(10.64523725, 7.95203475, 10.9145575)",15
I,"(1.025, 0.775, 0.275)","(3.515338, 2.324659, 2.6932025)",9
F,"(1.45, 1.0875, 0.35)","(13.4660125, 6.13766675, 5.93922025)",9
I,"(1.5625, 1.175, 0.3875)","(18.2287285, 5.82582225, 8.91591775)",12
I,"(1.5125, 1.2, 0.3875)","(12.0485375, 5.62737575, 8.50485)",10
I,"(1.375, 1.0625, 0.375)","(7.6260155, 3.81300775, 6.1518415)",9
I,"(0.725, 0.525, 0.175)","(1.360776, 0.58116475, 0.850485)",5
F,"(1.5125, 1.2125, 0.4)","(11.8217415, 8.15048125, 10.77281)",9
I,"(1.2625, 0.9625, 0.3)","(6.7755305, 4.025629, 5.2446575)",7
M,"(1.625, 1.275, 0.4)","(18.10115575, 8.23552975, 10.39009175)",9
I,"(1.45, 1.1, 0.3625)","(9.99319875, 4.66349275, 6.860579)",10
I,"(0.475, 0.3625, 0.1)","(0.46776675, 0.18427175, 0.4252425)",4
F,"(1.875, 1.375, 0.4875)","(23.530085, 10.375917, 12.47378)",11
M,"(0.6875, 0.5125, 0.175)","(0.94970825, 0.56699, 0.92135875)",5
M,"(1.425, 1.05, 0.35)","(11.793392, 4.6776675, 7.087375)",8
I,"(1.25, 0.9625, 0.275)","(8.54737425, 2.948348, 4.2807745)",8
I,"(1.125, 0.825, 0.2625)","(5.896696, 2.5231055, 3.40194)",9
F,"(1.2625, 0.95, 0.325)","(11.0846545, 3.38776525, 4.29494925)",8
I,"(1.175, 0.9375, 0.3125)","(6.42116175, 2.948348, 4.592619)",8
F,"(1.2875, 0.9875, 0.3375)","(5.71242425, 3.742134, 4.592619)",9
F,"(1.7625, 1.425, 0.45)","(27.21552, 11.89261525, 12.190285)",12
M,"(1.4875, 1.25, 0.4125)","(11.396499, 7.93786, 7.7961125)",11
I,"(1.2, 0.9125, 0.25)","(6.25106475, 2.36718325, 3.8271825)",8
M,"(1.15, 0.9375, 0.35)","(5.443104, 2.96252275, 5.8116475)",9
I,"(0.9, 0.6625, 0.2125)","(1.91359125, 1.0489315, 1.74349425)",7
F,"(1.325, 1.0625, 0.325)","(5.99591925, 4.706017, 7.2291225)",13
F,"(1.025, 0.7875, 0.275)","(3.55786225, 1.85689225, 2.6932025)",10
F,"(1.6625, 1.35, 0.4875)","(24.11124975, 10.24834425, 13.324265)",11
F,"(1.65, 1.325, 0.4625)","(15.478827, 7.66853975, 13.494362)",11
M,"(0.875, 0.65, 0.225)","(2.11203775, 1.1623295, 1.85689225)",9
M,"(1.55, 1.175, 0.3375)","(15.06775925, 5.68407475, 7.01650125)",8
M,"(1.25, 1.0, 0.3625)","(6.123492, 3.912231, 5.953395)",11
M,"(1.675, 1.3125, 0.45)","(22.69377475, 10.33339275, 12.190285)",10
I,"(0.8875, 0.7125, 0.2375)","(2.70737725, 1.34660125, 2.02698925)",6
I,"(1.15, 0.8625, 0.2875)","(5.37223025, 2.891649, 3.1467945)",6
M,"(0.8875, 0.65, 0.2125)","(2.2963095, 1.37495075, 1.5592225)",6
M,"(1.725, 1.375, 0.45)","(18.86659225, 11.396499, 14.17475)",11
M,"(1.4, 1.1, 0.35)","(12.5588285, 5.79747275, 7.5126175)",14
M,"(1.4375, 1.15, 0.3875)","(12.51630425, 4.989512, 6.23689)",10
F,"(1.5, 1.1875, 0.3875)","(18.5122235, 4.80524025, 9.08601475)",10
F,"(1.6, 1.35, 0.4375)","(17.7751365, 7.6827145, 13.4660125)",18
M,"(1.575, 1.2625, 0.3875)","(13.947954, 6.406987, 9.2135875)",11
I,"(1.175, 0.9375, 0.2625)","(4.7343665, 2.45223175, 4.1106775)",10
F,"(1.1375, 0.925, 0.2625)","(6.123492, 3.52951275, 3.8271825)",9
I,"(1.4, 1.1, 0.4125)","(9.4970825, 4.91863825, 7.087375)",12
M,"(1.85, 1.4875, 0.475)","(32.58775025, 14.50076925, 14.3164975)",11
F,"(1.475, 1.1625, 0.425)","(13.13999325, 6.80388, 7.654365)",10
I,"(0.525, 0.375, 0.125)","(0.49611625, 0.35436875, 0.4252425)",4
M,"(1.525, 1.2, 0.425)","(12.94154675, 8.221355, 9.8372765)",10
M,"(1.175, 0.975, 0.375)","(6.19436575, 2.50893075, 7.2291225)",9
I,"(0.9375, 0.7125, 0.225)","(3.005047, 1.11980525, 2.26796)",8
I,"(1.375, 1.0625, 0.375)","(9.6104805, 4.989512, 5.953395)",8
F,"(1.5125, 1.2375, 0.425)","(12.37455675, 7.69688925, 9.4970825)",13
M,"(1.45, 1.1875, 0.375)","(10.9145575, 6.13766675, 9.922325)",11
I,"(1.3125, 1.0375, 0.3)","(7.95203475, 3.40194, 4.80524025)",9
M,"(1.5375, 1.175, 0.375)","(14.10387625, 8.0229085, 7.61184075)",9
M,"(1.425, 1.075, 0.3)","(9.865626, 4.7343665, 8.788345)",15
F,"(0.95, 0.8125, 0.275)","(3.40194, 2.097863, 2.9766975)",10
M,"(0.925, 0.6625, 0.1875)","(2.551455, 1.4458245, 1.984465)",6
M,"(1.375, 1.1, 0.3375)","(10.432616, 5.93922025, 7.5126175)",10
M,"(1.425, 1.1875, 0.4875)","(13.13999325, 5.40057975, 8.6465975)",18
M,"(1.45, 1.15, 0.45)","(13.60776, 7.8528115, 9.2135875)",11
F,"(1.4375, 1.1125, 0.3375)","(10.8011595, 5.76912325, 7.37087)",11
M,"(1.775, 1.4, 0.55)","(26.12406425, 12.870673, 16.045817)",11
M,"(1.0625, 0.825, 0.2)","(3.798833, 2.33883375, 3.5436875)",7
F,"(1.3625, 1.0625, 0.3125)","(8.334753, 4.23825025, 7.37087)",16
M,"(1.5375, 1.175, 0.4375)","(16.08834125, 8.1363065, 8.9867915)",11
M,"(1.4125, 1.1125, 0.3625)","(12.31785775, 6.010094, 7.01650125)",9
F,"(1.3875, 1.1375, 0.45)","(8.391452, 5.5281525, 11.056305)",14
F,"(1.325, 1.0625, 0.375)","(9.298636, 6.577084, 5.726599)",8
F,"(0.875, 0.6625, 0.225)","(2.11203775, 1.17650425, 1.70097)",7
I,"(1.1375, 0.8375, 0.3375)","(7.767763, 2.82077525, 3.01922175)",7
M,"(1.6375, 1.3, 0.45)","(20.36911575, 10.20582, 10.0640725)",11
M,"(1.575, 1.2875, 0.4125)","(13.834556, 9.8939755, 12.757275)",20
M,"(1.6625, 1.2875, 0.5)","(14.50076925, 7.58349125, 12.360382)",12
M,"(1.5, 1.15, 0.375)","(15.12445825, 7.75358825, 8.221355)",9
F,"(1.1625, 0.875, 0.2875)","(4.43669675, 2.5798045, 3.81300775)",9
F,"(1.25, 1.0, 0.3125)","(7.3992195, 3.72795925, 6.23689)",10
M,"(1.3125, 1.025, 0.4125)","(7.47009325, 5.62737575, 7.087375)",13
F,"(1.4875, 1.2375, 0.5875)","(14.35902175, 6.2085405, 14.74174)",13
I,"(1.3125, 1.0, 0.35)","(7.38504475, 3.061746, 5.953395)",9
M,"(1.5, 1.15, 0.425)","(12.927372, 9.5537815, 9.3269855)",11
I,"(1.1625, 0.925, 0.2875)","(7.3992195, 2.778251, 4.0539785)",7
M,"(1.5, 1.15, 0.45)","(11.9918385, 7.29999625, 10.3475675)",10
I,"(0.9625, 0.725, 0.25)","(2.83495, 1.7293195, 2.438057)",6
M,"(1.4875, 1.2, 0.4625)","(14.911837, 8.43397625, 8.901743)",10
M,"(1.6, 1.2875, 0.45)","(15.52135125, 8.29222875, 10.44679075)",10
F,"(1.6, 1.25, 0.425)","(14.04717725, 7.49844275, 9.07184)",12
I,"(0.725, 0.525, 0.15)","(1.587572, 0.66621325, 0.850485)",6
F,"(1.3375, 1.0375, 0.425)","(8.3631025, 5.57067675, 8.0796075)",10
M,"(1.5, 1.175, 0.325)","(11.9918385, 6.2085405, 8.448151)",9
F,"(1.1875, 0.95, 0.35)","(8.97261675, 3.72795925, 5.54232725)",7
M,"(1.4, 1.0625, 0.3375)","(9.25611175, 6.2652395, 7.49844275)",10
M,"(1.5875, 1.2875, 0.4125)","(14.33067225, 8.43397625, 10.02154825)",10
M,"(1.6375, 1.375, 0.45)","(16.612807, 7.9662095, 10.3475675)",10
F,"(1.4875, 1.1625, 0.3625)","(9.70970375, 5.08873525, 6.87475375)",10
I,"(0.6625, 0.525, 0.15)","(1.20485375, 0.623689, 0.850485)",5
M,"(1.525, 1.1875, 0.375)","(17.57669, 6.7188315, 6.9456275)",9
M,"(1.1125, 0.875, 0.35)","(5.74077375, 4.479221, 5.386405)",14
I,"(1.2375, 0.95, 0.3)","(6.6054335, 3.41611475, 3.855532)",7
F,"(1.475, 1.1625, 0.375)","(11.113004, 6.973977, 9.63883)",12
F,"(1.275, 0.975, 0.2625)","(5.3013565, 4.252425, 5.5281525)",13
I,"(0.575, 0.45, 0.125)","(0.60951425, 0.38271825, 0.56699)",5
M,"(1.7125, 1.2625, 0.475)","(18.9091165, 11.49572225, 11.623295)",10
M,"(1.475, 1.1875, 0.3875)","(10.092422, 4.932813, 7.93786)",13
M,"(1.375, 1.0125, 0.375)","(11.679994, 6.05261825, 6.80388)",7
I,"(1.0375, 0.8125, 0.25)","(4.09650275, 2.02698925, 2.6932025)",7
M,"(1.475, 1.15, 0.325)","(12.8990225, 5.82582225, 9.355335)",12
I,"(1.075, 0.8, 0.25)","(4.63514325, 2.26796, 2.551455)",7
M,"(1.925, 1.55, 0.4875)","(31.62386725, 18.18620425, 18.200379)",12
M,"(1.775, 1.35, 0.4125)","(21.72989175, 7.3992195, 22.11261)",18
F,"(1.325, 1.0125, 0.375)","(11.49572225, 6.44951125, 6.0951425)",8
I,"(1.1875, 0.8875, 0.2625)","(5.6982495, 3.16096925, 3.40194)",8
M,"(1.2125, 0.925, 0.3875)","(11.8784405, 6.95980225, 6.70465675)",9
I,"(0.5125, 0.35, 0.125)","(0.46776675, 0.340194, 0.38271825)",6
I,"(0.9, 0.7, 0.2625)","(1.97029025, 1.2757275, 2.26796)",9
F,"(1.125, 0.9, 0.3125)","(5.76912325, 2.83495, 4.819415)",13
M,"(1.5875, 1.3125, 0.4625)","(19.391058, 8.50485, 10.61688775)",10
M,"(0.8625, 0.6625, 0.225)","(1.74349425, 1.0489315, 1.37495075)",10
I,"(1.1375, 0.9375, 0.3)","(6.67630725, 2.99087225, 3.67126025)",6
I,"(1.075, 0.7875, 0.2375)","(4.9611625, 2.26796, 2.96252275)",8
F,"(1.25, 1.1, 0.3875)","(5.74077375, 5.68407475, 5.99591925)",14
I,"(0.4625, 0.325, 0.1125)","(0.340194, 0.21262125, 0.26932025)",4
M,"(1.6375, 1.475, 0.5)","(18.540573, 10.67358675, 11.7650425)",11
I,"(1.2125, 0.9125, 0.3125)","(4.6209685, 2.73572675, 4.2807745)",8
F,"(1.6, 1.35, 0.4375)","(14.458245, 7.3425205, 11.056305)",15
I,"(0.9375, 0.7, 0.2)","(3.18931875, 1.28990225, 1.8994165)",6
F,"(1.225, 1.0, 0.3625)","(5.953395, 3.67126025, 7.12989925)",13
I,"(1.55, 1.175, 0.35)","(10.19164525, 4.53592, 8.3631025)",9
F,"(1.4625, 1.2125, 0.375)","(11.75086775, 5.99591925, 10.092422)",11
I,"(0.9, 0.675, 0.2125)","(2.56562975, 0.963883, 1.5025235)",7
M,"(1.4375, 1.125, 0.4125)","(14.118051, 5.386405, 6.520385)",8
M,"(1.625, 1.2875, 0.45)","(16.05999175, 9.8372765, 11.4815475)",13
F,"(2.0375, 1.625, 0.625)","(25.24522975, 11.90679, 22.60872625)",14
M,"(1.55, 1.25, 0.45)","(20.581737, 7.92368525, 9.412034)",11
M,"(1.2625, 0.975, 0.2625)","(7.35669525, 5.10291, 5.386405)",11
M,"(1.35, 1.1375, 0.35)","(11.8784405, 7.2291225, 7.6260155)",10
M,"(1.5125, 1.225, 0.45)","(12.9557215, 8.221355, 10.61688775)",9
F,"(1.5625, 1.2, 0.3875)","(16.62698175, 6.7755305, 9.02931575)",12
F,"(1.025, 0.7625, 0.25)","(4.91863825, 1.8427175, 3.118445)",11
F,"(1.25, 0.95, 0.35)","(7.8528115, 4.0539785, 5.06038575)",8
I,"(1.5875, 1.2, 0.5)","(17.73261225, 7.35669525, 12.0485375)",16
M,"(1.5375, 1.2, 0.4625)","(14.13222575, 8.9300925, 9.355335)",10
F,"(1.775, 1.3875, 0.425)","(15.23785625, 10.77281, 12.2186345)",12
F,"(1.6375, 1.325, 0.4125)","(16.5277585, 3.55786225, 11.3398)",8
F,"(1.2375, 0.9625, 0.3375)","(8.51902475, 4.63514325, 5.2446575)",11
M,"(1.6375, 1.275, 0.5375)","(25.18853075, 11.60912025, 11.89261525)",11
M,"(1.65, 1.25, 0.4125)","(18.9091165, 7.6260155, 9.6671795)",9
M,"(1.4875, 1.1625, 0.375)","(12.28950825, 5.00368675, 7.427569)",9
I,"(0.7625, 0.5375, 0.1625)","(1.247378, 0.58116475, 1.077281)",5
M,"(1.625, 1.3, 0.3875)","(17.53416575, 8.164656, 10.3475675)",9
F,"(1.175, 0.8875, 0.45)","(4.32329875, 3.30271675, 3.8271825)",8
F,"(1.275, 0.925, 0.525)","(14.401546, 8.278054, 9.7238785)",9
M,"(1.2125, 0.8875, 0.3)","(6.0951425, 4.57844425, 3.96893)",10
F,"(1.425, 1.1125, 0.375)","(14.288148, 5.2446575, 7.10154975)",9
I,"(1.075, 0.85, 0.2625)","(6.76135575, 2.11203775, 3.04757125)",6
M,"(1.675, 1.2625, 0.4)","(17.73261225, 8.8166945, 8.731646)",12
F,"(1.6875, 1.325, 0.4875)","(17.57669, 10.6310625, 12.0485375)",9
I,"(1.275, 0.9625, 0.375)","(8.77417025, 3.3735905, 4.89028875)",8
M,"(1.3625, 1.075, 0.3875)","(11.5949455, 4.082328, 6.463686)",7
I,"(0.7, 0.525, 0.1375)","(1.17650425, 0.75126175, 0.8788345)",5
M,"(1.475, 1.175, 0.375)","(13.6361095, 6.577084, 6.80388)",8
M,"(1.575, 1.175, 0.3875)","(16.6978555, 5.9817445, 8.1363065)",8
M,"(1.375, 1.125, 0.3875)","(9.7238785, 4.5075705, 7.087375)",12
I,"(1.15, 0.8375, 0.275)","(6.3786375, 2.11203775, 3.118445)",8
M,"(0.875, 0.6625, 0.225)","(2.0695135, 1.03475675, 2.1829115)",7
M,"(1.5875, 1.2, 0.3625)","(18.8524175, 6.4920355, 6.3786375)",10
I,"(1.15, 0.875, 0.2875)","(5.10291, 2.778251, 3.33106625)",7
M,"(1.2625, 0.9625, 0.275)","(9.02931575, 4.252425, 5.2446575)",9
F,"(1.6375, 1.225, 0.4)","(15.46465225, 7.41339425, 9.14271375)",9
M,"(1.45, 1.125, 0.4)","(11.15552825, 6.2652395, 6.0951425)",9
M,"(1.6125, 1.225, 0.4375)","(18.49804875, 6.73300625, 9.59630575)",11
F,"(1.6, 1.2625, 0.475)","(12.57300325, 8.80251975, 10.3475675)",14
M,"(1.225, 0.9875, 0.3)","(9.42620875, 3.50116325, 5.2446575)",9
F,"(1.6125, 1.25, 0.5)","(18.1153305, 8.6465975, 10.20582)",11
I,"(1.275, 0.975, 0.3125)","(8.3064035, 3.58621175, 4.40834725)",8
I,"(0.9625, 0.7, 0.3125)","(2.891649, 1.077281, 2.4097075)",6
F,"(1.6125, 1.275, 0.4)","(16.48523425, 7.824462, 8.9300925)",9
M,"(1.5, 1.175, 0.4125)","(14.288148, 6.8322295, 7.7961125)",9
I,"(1.3125, 1.0125, 0.375)","(8.71747125, 5.8116475, 7.2291225)",14
F,"(1.3, 1.0125, 0.2875)","(9.07184, 5.23048275, 6.23689)",8
M,"(1.8375, 1.425, 0.4375)","(25.78387025, 10.9712565, 13.834556)",11
M,"(1.65, 1.3375, 0.5)","(20.7801835, 9.015141, 15.30873)",15
M,"(0.65, 0.475, 0.1875)","(1.26155275, 0.56699, 0.850485)",6
M,"(1.625, 1.275, 0.4375)","(14.04717725, 5.74077375, 10.9145575)",12
M,"(1.45, 1.1625, 0.4375)","(11.3681495, 5.28718175, 10.9145575)",17
I,"(1.2, 0.875, 0.3375)","(7.75358825, 2.82077525, 4.479221)",8
M,"(1.875, 1.375, 0.45)","(26.705229, 11.2547515, 12.6155275)",11
I,"(1.0875, 0.8625, 0.3)","(3.685435, 1.587572, 3.35941575)",7
I,"(0.75, 0.5625, 0.1875)","(1.6159215, 0.793786, 1.247378)",5
F,"(1.35, 1.1875, 0.3875)","(15.03940975, 8.71747125, 9.63883)",16
I,"(1.125, 0.825, 0.2875)","(3.96893, 2.33883375, 3.52951275)",8
F,"(1.0875, 0.875, 0.3125)","(5.5848515, 3.24601775, 4.1106775)",9
F,"(1.4, 1.1375, 0.4)","(12.82814875, 5.8683465, 7.767763)",9
I,"(1.25, 0.9375, 0.35)","(7.030676, 3.175144, 4.49339575)",7
I,"(1.425, 1.075, 0.3625)","(10.035723, 4.082328, 7.98038425)",10
M,"(1.625, 1.3, 0.425)","(17.44911725, 8.17883075, 10.20582)",11
M,"(1.375, 1.0375, 0.4375)","(9.34116025, 6.59125875, 8.23552975)",15
I,"(1.3, 1.0, 0.275)","(8.32057825, 3.27436725, 4.53592)",8
F,"(1.55, 1.1875, 0.4)","(19.46193175, 6.6054335, 9.28446125)",9
M,"(1.7125, 1.325, 0.425)","(18.3421265, 10.8578585, 13.1825175)",11
F,"(1.5125, 1.2375, 0.425)","(14.968536, 6.98815175, 11.056305)",14
F,"(1.625, 1.3125, 0.4125)","(18.3421265, 7.04485075, 8.51902475)",9
F,"(1.1375, 0.875, 0.35)","(5.57067675, 3.75630875, 4.9611625)",10
F,"(1.1625, 0.95, 0.3375)","(5.896696, 3.10427025, 6.23689)",14
I,"(1.2875, 1.0, 0.3125)","(7.087375, 3.52951275, 4.819415)",7
M,"(1.8, 1.4, 0.45)","(19.5895045, 10.6310625, 12.54465375)",11
F,"(1.65, 1.325, 0.4625)","(13.9763035, 6.9456275, 13.891255)",12
F,"(1.05, 0.825, 0.3125)","(5.273007, 3.118445, 4.1106775)",10
I,"(1.175, 0.875, 0.3375)","(6.56290925, 4.15320175, 4.32329875)",11
M,"(1.2375, 0.975, 0.375)","(9.31281075, 5.3580555, 7.654365)",14
M,"(1.15, 0.9, 0.3125)","(6.13766675, 3.13261975, 5.386405)",8
M,"(1.525, 1.2, 0.35)","(12.40290625, 7.41339425, 7.654365)",8
I,"(1.0375, 0.825, 0.25)","(5.45727875, 2.14038725, 2.90582375)",7
M,"(1.4125, 0.975, 0.3125)","(9.979024, 3.685435, 4.77689075)",11
F,"(1.2375, 0.9625, 0.325)","(8.85921875, 5.0745605, 4.9611625)",10
M,"(1.55, 1.225, 0.475)","(15.46465225, 8.40562675, 10.0640725)",13
F,"(1.5375, 1.1875, 0.3875)","(13.721158, 5.99591925, 10.0640725)",10
I,"(1.525, 1.1625, 0.375)","(12.74310025, 4.89028875, 8.107957)",9
I,"(0.875, 0.675, 0.225)","(2.1262125, 1.63009625, 1.757669)",6
I,"(1.3125, 1.0125, 0.3125)","(8.46232575, 4.26659975, 4.762716)",10
F,"(1.525, 1.25, 0.45)","(14.69921575, 10.58853825, 9.48290775)",9
I,"(1.3, 0.95, 0.325)","(6.73300625, 3.458639, 4.35164825)",8
M,"(1.0625, 0.7875, 0.3125)","(3.21766825, 1.60174675, 3.685435)",18
M,"(1.425, 1.125, 0.3375)","(15.478827, 5.783298, 7.087375)",9
F,"(1.2625, 1.0125, 0.45)","(6.7755305, 3.50116325, 5.10291)",11
M,"(1.55, 1.2, 0.4125)","(13.65028425, 6.6621325, 8.845044)",9
F,"(1.225, 0.8875, 0.4)","(9.87980075, 6.0951425, 8.00873375)",8
F,"(1.2125, 0.9125, 0.375)","(11.75086775, 5.6415505, 7.7394135)",7
F,"(0.8125, 0.65, 0.225)","(2.4097075, 1.020582, 1.757669)",7
F,"(1.8, 1.4375, 0.45)","(20.751834, 10.21999475, 14.2030995)",12
M,"(1.9125, 1.5, 0.55)","(28.5479465, 14.4298955, 17.59086475)",12
F,"(1.5, 1.2125, 0.3625)","(10.04989775, 4.49339575, 6.7755305)",9
I,"(1.1375, 0.8625, 0.275)","(5.8683465, 2.42388225, 3.44446425)",8
F,"(1.6625, 1.425, 0.4625)","(19.74542675, 8.57572375, 11.4815475)",13
I,"(1.3625, 1.0625, 0.35)","(8.6465975, 6.5487345, 6.917278)",10
I,"(1.1625, 0.925, 0.275)","(4.63514325, 2.721552, 4.706017)",7
F,"(1.6375, 1.275, 0.375)","(13.59358525, 6.3219385, 8.6465975)",9
F,"(1.4875, 1.1, 0.3375)","(14.18892475, 4.86193925, 7.29999625)",10
F,"(1.4375, 1.2, 0.375)","(10.6310625, 5.4714535, 8.221355)",12
F,"(1.5375, 1.2875, 0.3375)","(15.4504775, 6.53455975, 8.221355)",9
M,"(1.4875, 1.1375, 0.3875)","(11.793392, 5.96756975, 10.3475675)",14
